CountyState,Pop,county,state
"Boise County, Idaho",7831,Boise,Idaho
"Bonner County, Idaho",45739,Bonner,Idaho
"Bonneville County, Idaho",119062,Bonneville,Idaho
"Boundary County, Idaho",12245,Boundary,Idaho
"Butte County, Idaho",2597,Butte,Idaho
"Camas County, Idaho",1106,Camas,Idaho
"Canyon County, Idaho",229849,Canyon,Idaho
"Caribou County, Idaho",7155,Caribou,Idaho
"Cassia County, Idaho",24030,Cassia,Idaho
"Clark County, Idaho",845,Clark,Idaho
"Clearwater County, Idaho",8756,Clearwater,Idaho
"Custer County, Idaho",4315,Custer,Idaho
"Elmore County, Idaho",27511,Elmore,Idaho
"Franklin County, Idaho",13876,Franklin,Idaho
"Fremont County, Idaho",13099,Fremont,Idaho
"Gem County, Idaho",18112,Gem,Idaho
"Gooding County, Idaho",15179,Gooding,Idaho
"Idaho County, Idaho",16667,Idaho,Idaho
"Jefferson County, Idaho",29871,Jefferson,Idaho
"Jerome County, Idaho",24412,Jerome,Idaho
"Kootenai County, Idaho",165697,Kootenai,Idaho
"Latah County, Idaho",40108,Latah,Idaho
"Lemhi County, Idaho",8027,Lemhi,Idaho
"Lewis County, Idaho",3838,Lewis,Idaho
"Lincoln County, Idaho",5366,Lincoln,Idaho
"Madison County, Idaho",39907,Madison,Idaho
"Minidoka County, Idaho",21039,Minidoka,Idaho
"Nez Perce County, Idaho",40408,NezPerce,Idaho
"Oneida County, Idaho",4531,Oneida,Idaho
"Owyhee County, Idaho",11823,Owyhee,Idaho
"Payette County, Idaho",23951,Payette,Idaho
"Power County, Idaho",7681,Power,Idaho
"Shoshone County, Idaho",12882,Shoshone,Idaho
"Teton County, Idaho",12142,Teton,Idaho
"Twin Falls County, Idaho",86878,TwinFalls,Idaho
"Valley County, Idaho",11392,Valley,Idaho
"Washington County, Idaho",10194,Washington,Idaho
"Adams County, Illinois",65435,Adams,Illinois
"Alexander County, Illinois",5761,Alexander,Illinois
"Bond County, Illinois",16426,Bond,Illinois
"Boone County, Illinois",53544,Boone,Illinois
"Brown County, Illinois",6578,Brown,Illinois
"Bureau County, Illinois",32628,Bureau,Illinois
"Calhoun County, Illinois",4739,Calhoun,Illinois
"Carroll County, Illinois",14305,Carroll,Illinois
"Cass County, Illinois",12147,Cass,Illinois
"Champaign County, Illinois",209689,Champaign,Illinois
"Christian County, Illinois",32304,Christian,Illinois
"Clark County, Illinois",15441,Clark,Illinois
"Clay County, Illinois",13184,Clay,Illinois
"Clinton County, Illinois",37562,Clinton,Illinois
"Coles County, Illinois",50621,Coles,Illinois
"Cook County, Illinois",5150233,Cook,Illinois
"Crawford County, Illinois",18667,Crawford,Illinois
"Cumberland County, Illinois",10766,Cumberland,Illinois
"DeKalb County, Illinois",104897,DeKalb,Illinois
"De Witt County, Illinois",15638,DeWitt,Illinois
"Douglas County, Illinois",19465,Douglas,Illinois
"DuPage County, Illinois",922921,DuPage,Illinois
"Edgar County, Illinois",17161,Edgar,Illinois
"Edwards County, Illinois",6395,Edwards,Illinois
"Effingham County, Illinois",34008,Effingham,Illinois
"Fayette County, Illinois",21336,Fayette,Illinois
"Ford County, Illinois",12961,Ford,Illinois
"Franklin County, Illinois",38469,Franklin,Illinois
"Fulton County, Illinois",34340,Fulton,Illinois
"Gallatin County, Illinois",4828,Gallatin,Illinois
"Greene County, Illinois",12969,Greene,Illinois
"Grundy County, Illinois",51054,Grundy,Illinois
"Hamilton County, Illinois",8116,Hamilton,Illinois
"Hancock County, Illinois",17708,Hancock,Illinois
"Hardin County, Illinois",3821,Hardin,Illinois
"Henderson County, Illinois",6646,Henderson,Illinois
"Henry County, Illinois",48913,Henry,Illinois
"Iroquois County, Illinois",27114,Iroquois,Illinois
"Jackson County, Illinois",56750,Jackson,Illinois
"Jasper County, Illinois",9610,Jasper,Illinois
"Jefferson County, Illinois",37684,Jefferson,Illinois
"Jersey County, Illinois",21773,Jersey,Illinois
"Jo Daviess County, Illinois",21235,JoDaviess,Illinois
"Johnson County, Illinois",12417,Johnson,Illinois
"Kane County, Illinois",532403,Kane,Illinois
"Kankakee County, Illinois",109862,Kankakee,Illinois
"Kendall County, Illinois",128990,Kendall,Illinois
"Knox County, Illinois",49699,Knox,Illinois
"Lake County, Illinois",696535,Lake,Illinois
"LaSalle County, Illinois",108669,LaSalle,Illinois
"Lawrence County, Illinois",15678,Lawrence,Illinois
"Lee County, Illinois",34096,Lee,Illinois
"Livingston County, Illinois",35648,Livingston,Illinois
"Logan County, Illinois",28618,Logan,Illinois
"McDonough County, Illinois",29682,McDonough,Illinois
"McHenry County, Illinois",307774,McHenry,Illinois
"McLean County, Illinois",171517,McLean,Illinois
"Macon County, Illinois",104009,Macon,Illinois
"Macoupin County, Illinois",44926,Macoupin,Illinois
"Madison County, Illinois",262966,Madison,Illinois
"Marion County, Illinois",37205,Marion,Illinois
"Marshall County, Illinois",11438,Marshall,Illinois
"Mason County, Illinois",13359,Mason,Illinois
"Massac County, Illinois",13772,Massac,Illinois
"Menard County, Illinois",12196,Menard,Illinois
"Mercer County, Illinois",15437,Mercer,Illinois
"Monroe County, Illinois",34637,Monroe,Illinois
"Montgomery County, Illinois",28414,Montgomery,Illinois
"Morgan County, Illinois",33658,Morgan,Illinois
"Moultrie County, Illinois",14501,Moultrie,Illinois
"Ogle County, Illinois",50643,Ogle,Illinois
"Peoria County, Illinois",179179,Peoria,Illinois
"Perry County, Illinois",20916,Perry,Illinois
"Piatt County, Illinois",16344,Piatt,Illinois
"Pike County, Illinois",15561,Pike,Illinois
"Pope County, Illinois",4177,Pope,Illinois
"Pulaski County, Illinois",5335,Pulaski,Illinois
"Putnam County, Illinois",5739,Putnam,Illinois
"Randolph County, Illinois",31782,Randolph,Illinois
"Richland County, Illinois",15513,Richland,Illinois
"Rock Island County, Illinois",141879,RockIsland,Illinois
"St. Clair County, Illinois",259686,St.Clair,Illinois
"Saline County, Illinois",23491,Saline,Illinois
"Sangamon County, Illinois",194672,Sangamon,Illinois
"Schuyler County, Illinois",6768,Schuyler,Illinois
"Scott County, Illinois",4951,Scott,Illinois
"Shelby County, Illinois",21634,Shelby,Illinois
"Stark County, Illinois",5342,Stark,Illinois
"Stephenson County, Illinois",44498,Stephenson,Illinois
"Tazewell County, Illinois",131803,Tazewell,Illinois
"Union County, Illinois",16653,Union,Illinois
"Vermilion County, Illinois",75758,Vermilion,Illinois
"Wabash County, Illinois",11520,Wabash,Illinois
"Warren County, Illinois",16844,Warren,Illinois
"Washington County, Illinois",13887,Washington,Illinois
"Wayne County, Illinois",16215,Wayne,Illinois
"White County, Illinois",13537,White,Illinois
"Whiteside County, Illinois",55175,Whiteside,Illinois
"Will County, Illinois",690743,Will,Illinois
"Williamson County, Illinois",66597,Williamson,Illinois
"Winnebago County, Illinois",282572,Winnebago,Illinois
"Woodford County, Illinois",38459,Woodford,Illinois
"Adams County, Indiana",35777,Adams,Indiana
"Allen County, Indiana",379299,Allen,Indiana
"Bartholomew County, Indiana",83779,Bartholomew,Indiana
"Benton County, Indiana",8748,Benton,Indiana
"Blackford County, Indiana",11758,Blackford,Indiana
"Boone County, Indiana",67843,Boone,Indiana
"Brown County, Indiana",15092,Brown,Indiana
"Carroll County, Indiana",20257,Carroll,Indiana
"Cass County, Indiana",37689,Cass,Indiana
"Clark County, Indiana",118302,Clark,Indiana
"Clay County, Indiana",26225,Clay,Indiana
"Clinton County, Indiana",32399,Clinton,Indiana
"Crawford County, Indiana",10577,Crawford,Indiana
"Daviess County, Indiana",33351,Daviess,Indiana
"Dearborn County, Indiana",49458,Dearborn,Indiana
"Decatur County, Indiana",26559,Decatur,Indiana
"DeKalb County, Indiana",43475,DeKalb,Indiana
"Delaware County, Indiana",114135,Delaware,Indiana
"Dubois County, Indiana",42736,Dubois,Indiana
"Elkhart County, Indiana",206341,Elkhart,Indiana
"Fayette County, Indiana",23102,Fayette,Indiana
"Floyd County, Indiana",78522,Floyd,Indiana
"Fountain County, Indiana",16346,Fountain,Indiana
"Franklin County, Indiana",22758,Franklin,Indiana
"Fulton County, Indiana",19974,Fulton,Indiana
"Gibson County, Indiana",33659,Gibson,Indiana
"Grant County, Indiana",65769,Grant,Indiana
"Greene County, Indiana",31922,Greene,Indiana
"Hamilton County, Indiana",338011,Hamilton,Indiana
"Hancock County, Indiana",78168,Hancock,Indiana
"Harrison County, Indiana",40515,Harrison,Indiana
"Hendricks County, Indiana",170311,Hendricks,Indiana
"Henry County, Indiana",47972,Henry,Indiana
"Howard County, Indiana",82544,Howard,Indiana
"Huntington County, Indiana",36520,Huntington,Indiana
"Jackson County, Indiana",44231,Jackson,Indiana
"Jasper County, Indiana",33562,Jasper,Indiana
"Jay County, Indiana",20436,Jay,Indiana
"Jefferson County, Indiana",32308,Jefferson,Indiana
"Jennings County, Indiana",27735,Jennings,Indiana
"Johnson County, Indiana",158167,Johnson,Indiana
"Knox County, Indiana",36594,Knox,Indiana
"Kosciusko County, Indiana",79456,Kosciusko,Indiana
"LaGrange County, Indiana",39614,LaGrange,Indiana
"Lake County, Indiana",485493,Lake,Indiana
"LaPorte County, Indiana",109888,LaPorte,Indiana
"Lawrence County, Indiana",45370,Lawrence,Indiana
"Madison County, Indiana",129569,Madison,Indiana
"Marion County, Indiana",964582,Marion,Indiana
"Marshall County, Indiana",46258,Marshall,Indiana
"Martin County, Indiana",10255,Martin,Indiana
"Miami County, Indiana",35516,Miami,Indiana
"Monroe County, Indiana",148431,Monroe,Indiana
"Montgomery County, Indiana",38338,Montgomery,Indiana
"Morgan County, Indiana",70489,Morgan,Indiana
"Newton County, Indiana",13984,Newton,Indiana
"Noble County, Indiana",47744,Noble,Indiana
"Ohio County, Indiana",5875,Ohio,Indiana
"Orange County, Indiana",19646,Orange,Indiana
"Owen County, Indiana",20799,Owen,Indiana
"Parke County, Indiana",16937,Parke,Indiana
"Perry County, Indiana",19169,Perry,Indiana
"Pike County, Indiana",12389,Pike,Indiana
"Porter County, Indiana",170389,Porter,Indiana
"Posey County, Indiana",25427,Posey,Indiana
"Pulaski County, Indiana",12353,Pulaski,Indiana
"Putnam County, Indiana",37576,Putnam,Indiana
"Randolph County, Indiana",24665,Randolph,Indiana
"Ripley County, Indiana",28324,Ripley,Indiana
"Rush County, Indiana",16581,Rush,Indiana
"St. Joseph County, Indiana",271826,St.Joseph,Indiana
"Scott County, Indiana",23873,Scott,Indiana
"Shelby County, Indiana",44729,Shelby,Indiana
"Spencer County, Indiana",20277,Spencer,Indiana
"Starke County, Indiana",22995,Starke,Indiana
"Steuben County, Indiana",34594,Steuben,Indiana
"Sullivan County, Indiana",20669,Sullivan,Indiana
"Switzerland County, Indiana",10751,Switzerland,Indiana
"Tippecanoe County, Indiana",195732,Tippecanoe,Indiana
"Tipton County, Indiana",15148,Tipton,Indiana
"Union County, Indiana",7054,Union,Indiana
"Vanderburgh County, Indiana",181451,Vanderburgh,Indiana
"Vermillion County, Indiana",15498,Vermillion,Indiana
"Vigo County, Indiana",107038,Vigo,Indiana
"Wabash County, Indiana",30996,Wabash,Indiana
"Warren County, Indiana",8265,Warren,Indiana
"Warrick County, Indiana",62998,Warrick,Indiana
"Washington County, Indiana",28036,Washington,Indiana
"Wayne County, Indiana",65884,Wayne,Indiana
"Wells County, Indiana",28296,Wells,Indiana
"White County, Indiana",24102,White,Indiana
"Whitley County, Indiana",33964,Whitley,Indiana
"Adair County, Iowa",7152,Adair,Iowa
"Adams County, Iowa",3602,Adams,Iowa
"Allamakee County, Iowa",13687,Allamakee,Iowa
"Appanoose County, Iowa",12426,Appanoose,Iowa
"Audubon County, Iowa",5496,Audubon,Iowa
"Benton County, Iowa",25645,Benton,Iowa
"Black Hawk County, Iowa",131228,BlackHawk,Iowa
"Boone County, Iowa",26234,Boone,Iowa
"Bremer County, Iowa",25062,Bremer,Iowa
"Buchanan County, Iowa",21175,Buchanan,Iowa
"Buena Vista County, Iowa",19620,BuenaVista,Iowa
"Butler County, Iowa",14439,Butler,Iowa
"Calhoun County, Iowa",9668,Calhoun,Iowa
"Carroll County, Iowa",20165,Carroll,Iowa
"Cass County, Iowa",12836,Cass,Iowa
"Cedar County, Iowa",18627,Cedar,Iowa
"Cerro Gordo County, Iowa",42450,CerroGordo,Iowa
"Cherokee County, Iowa",11235,Cherokee,Iowa
"Chickasaw County, Iowa",11933,Chickasaw,Iowa
"Clarke County, Iowa",9395,Clarke,Iowa
"Clay County, Iowa",16016,Clay,Iowa
"Clayton County, Iowa",17549,Clayton,Iowa
"Clinton County, Iowa",46429,Clinton,Iowa
"Crawford County, Iowa",16820,Crawford,Iowa
"Dallas County, Iowa",93453,Dallas,Iowa
"Davis County, Iowa",9000,Davis,Iowa
"Decatur County, Iowa",7870,Decatur,Iowa
"Delaware County, Iowa",17011,Delaware,Iowa
"Des Moines County, Iowa",38967,DesMoines,Iowa
"Dickinson County, Iowa",17258,Dickinson,Iowa
"Dubuque County, Iowa",97311,Dubuque,Iowa
"Emmet County, Iowa",9208,Emmet,Iowa
"Fayette County, Iowa",19650,Fayette,Iowa
"Floyd County, Iowa",15642,Floyd,Iowa
"Franklin County, Iowa",10070,Franklin,Iowa
"Fremont County, Iowa",6960,Fremont,Iowa
"Greene County, Iowa",8888,Greene,Iowa
"Grundy County, Iowa",12232,Grundy,Iowa
"Guthrie County, Iowa",10689,Guthrie,Iowa
"Hamilton County, Iowa",14773,Hamilton,Iowa
"Hancock County, Iowa",10630,Hancock,Iowa
"Hardin County, Iowa",16846,Hardin,Iowa
"Harrison County, Iowa",14049,Harrison,Iowa
"Henry County, Iowa",19954,Henry,Iowa
"Howard County, Iowa",9158,Howard,Iowa
"Humboldt County, Iowa",9558,Humboldt,Iowa
"Ida County, Iowa",6860,Ida,Iowa
"Iowa County, Iowa",16184,Iowa,Iowa
"Jackson County, Iowa",19439,Jackson,Iowa
"Jasper County, Iowa",37185,Jasper,Iowa
"Jefferson County, Iowa",18295,Jefferson,Iowa
"Johnson County, Iowa",151140,Johnson,Iowa
"Jones County, Iowa",20681,Jones,Iowa
"Keokuk County, Iowa",10246,Keokuk,Iowa
"Kossuth County, Iowa",14813,Kossuth,Iowa
"Lee County, Iowa",33657,Lee,Iowa
"Linn County, Iowa",226706,Linn,Iowa
"Louisa County, Iowa",11035,Louisa,Iowa
"Lucas County, Iowa",8600,Lucas,Iowa
"Lyon County, Iowa",11755,Lyon,Iowa
"Madison County, Iowa",16338,Madison,Iowa
"Mahaska County, Iowa",22095,Mahaska,Iowa
"Marion County, Iowa",33253,Marion,Iowa
"Marshall County, Iowa",39369,Marshall,Iowa
"Mills County, Iowa",15109,Mills,Iowa
"Mitchell County, Iowa",10586,Mitchell,Iowa
"Monona County, Iowa",8615,Monona,Iowa
"Monroe County, Iowa",7707,Monroe,Iowa
"Montgomery County, Iowa",9917,Montgomery,Iowa
"Muscatine County, Iowa",42664,Muscatine,Iowa
"O'Brien County, Iowa",13753,O'Brien,Iowa
"Osceola County, Iowa",5958,Osceola,Iowa
"Page County, Iowa",15107,Page,Iowa
"Palo Alto County, Iowa",8886,PaloAlto,Iowa
"Plymouth County, Iowa",25177,Plymouth,Iowa
"Pocahontas County, Iowa",6619,Pocahontas,Iowa
"Polk County, Iowa",490161,Polk,Iowa
"Pottawattamie County, Iowa",93206,Pottawattamie,Iowa
"Poweshiek County, Iowa",18504,Poweshiek,Iowa
"Ringgold County, Iowa",4894,Ringgold,Iowa
"Sac County, Iowa",9721,Sac,Iowa
"Scott County, Iowa",172943,Scott,Iowa
"Shelby County, Iowa",11454,Shelby,Iowa
"Sioux County, Iowa",34855,Sioux,Iowa
"Story County, Iowa",97117,Story,Iowa
"Tama County, Iowa",16854,Tama,Iowa
"Taylor County, Iowa",6121,Taylor,Iowa
"Union County, Iowa",12241,Union,Iowa
"Van Buren County, Iowa",7044,VanBuren,Iowa
"Wapello County, Iowa",34969,Wapello,Iowa
"Warren County, Iowa",51466,Warren,Iowa
"Washington County, Iowa",21965,Washington,Iowa
"Wayne County, Iowa",6441,Wayne,Iowa
"Webster County, Iowa",35904,Webster,Iowa
"Winnebago County, Iowa",10354,Winnebago,Iowa
"Winneshiek County, Iowa",19991,Winneshiek,Iowa
"Woodbury County, Iowa",103107,Woodbury,Iowa
"Worth County, Iowa",7381,Worth,Iowa
"Wright County, Iowa",12562,Wright,Iowa
"Allen County, Kansas",12369,Allen,Kansas
"Anderson County, Kansas",7858,Anderson,Kansas
"Atchison County, Kansas",16073,Atchison,Kansas
"Barber County, Kansas",4427,Barber,Kansas
"Barton County, Kansas",25779,Barton,Kansas
"Bourbon County, Kansas",14534,Bourbon,Kansas
"Brown County, Kansas",9564,Brown,Kansas
"Butler County, Kansas",66911,Butler,Kansas
"Chase County, Kansas",2648,Chase,Kansas
"Chautauqua County, Kansas",3250,Chautauqua,Kansas
"Cherokee County, Kansas",19939,Cherokee,Kansas
"Cheyenne County, Kansas",2657,Cheyenne,Kansas
"Clark County, Kansas",1994,Clark,Kansas
"Clay County, Kansas",8002,Clay,Kansas
"Cloud County, Kansas",8786,Cloud,Kansas
"Coffey County, Kansas",8179,Coffey,Kansas
"Comanche County, Kansas",1700,Comanche,Kansas
"Cowley County, Kansas",34908,Cowley,Kansas
"Crawford County, Kansas",38818,Crawford,Kansas
"Decatur County, Kansas",2827,Decatur,Kansas
"Dickinson County, Kansas",18466,Dickinson,Kansas
"Doniphan County, Kansas",7600,Doniphan,Kansas
"Douglas County, Kansas",122259,Douglas,Kansas
"Edwards County, Kansas",2798,Edwards,Kansas
"Elk County, Kansas",2530,Elk,Kansas
"Ellis County, Kansas",28553,Ellis,Kansas
"Ellsworth County, Kansas",6102,Ellsworth,Kansas
"Finney County, Kansas",36467,Finney,Kansas
"Ford County, Kansas",33619,Ford,Kansas
"Franklin County, Kansas",25544,Franklin,Kansas
"Geary County, Kansas",31670,Geary,Kansas
"Gove County, Kansas",2636,Gove,Kansas
"Graham County, Kansas",2482,Graham,Kansas
"Grant County, Kansas",7150,Grant,Kansas
"Gray County, Kansas",5988,Gray,Kansas
"Greeley County, Kansas",1232,Greeley,Kansas
"Greenwood County, Kansas",5982,Greenwood,Kansas
"Hamilton County, Kansas",2539,Hamilton,Kansas
"Harper County, Kansas",5436,Harper,Kansas
"Harvey County, Kansas",34429,Harvey,Kansas
"Haskell County, Kansas",3968,Haskell,Kansas
"Hodgeman County, Kansas",1794,Hodgeman,Kansas
"Jackson County, Kansas",13171,Jackson,Kansas
"Jefferson County, Kansas",19043,Jefferson,Kansas
"Jewell County, Kansas",2879,Jewell,Kansas
"Johnson County, Kansas",602401,Johnson,Kansas
"Kearny County, Kansas",3838,Kearny,Kansas
"Kingman County, Kansas",7152,Kingman,Kansas
"Kiowa County, Kansas",2475,Kiowa,Kansas
"Labette County, Kansas",19618,Labette,Kansas
"Lane County, Kansas",1535,Lane,Kansas
"Leavenworth County, Kansas",81758,Leavenworth,Kansas
"Lincoln County, Kansas",2962,Lincoln,Kansas
"Linn County, Kansas",9703,Linn,Kansas
"Logan County, Kansas",2794,Logan,Kansas
"Lyon County, Kansas",33195,Lyon,Kansas
"McPherson County, Kansas",28542,McPherson,Kansas
"Marion County, Kansas",11884,Marion,Kansas
"Marshall County, Kansas",9707,Marshall,Kansas
"Meade County, Kansas",4033,Meade,Kansas
"Miami County, Kansas",34237,Miami,Kansas
"Mitchell County, Kansas",5979,Mitchell,Kansas
"Montgomery County, Kansas",31829,Montgomery,Kansas
"Morris County, Kansas",5620,Morris,Kansas
"Morton County, Kansas",2587,Morton,Kansas
"Nemaha County, Kansas",10231,Nemaha,Kansas
"Neosho County, Kansas",16007,Neosho,Kansas
"Ness County, Kansas",2750,Ness,Kansas
"Norton County, Kansas",5361,Norton,Kansas
"Osage County, Kansas",15949,Osage,Kansas
"Osborne County, Kansas",3421,Osborne,Kansas
"Ottawa County, Kansas",5704,Ottawa,Kansas
"Pawnee County, Kansas",6414,Pawnee,Kansas
"Phillips County, Kansas",5234,Phillips,Kansas
"Pottawatomie County, Kansas",24383,Pottawatomie,Kansas
"Pratt County, Kansas",9164,Pratt,Kansas
"Rawlins County, Kansas",2530,Rawlins,Kansas
"Reno County, Kansas",61998,Reno,Kansas
"Republic County, Kansas",4636,Republic,Kansas
"Rice County, Kansas",9537,Rice,Kansas
"Riley County, Kansas",74232,Riley,Kansas
"Rooks County, Kansas",4920,Rooks,Kansas
"Rush County, Kansas",3036,Rush,Kansas
"Russell County, Kansas",6856,Russell,Kansas
"Saline County, Kansas",54224,Saline,Kansas
"Scott County, Kansas",4823,Scott,Kansas
"Sedgwick County, Kansas",516042,Sedgwick,Kansas
"Seward County, Kansas",21428,Seward,Kansas
"Shawnee County, Kansas",176875,Shawnee,Kansas
"Sheridan County, Kansas",2521,Sheridan,Kansas
"Sherman County, Kansas",5917,Sherman,Kansas
"Smith County, Kansas",3583,Smith,Kansas
"Stafford County, Kansas",4156,Stafford,Kansas
"Stanton County, Kansas",2006,Stanton,Kansas
"Stevens County, Kansas",5485,Stevens,Kansas
"Sumner County, Kansas",22836,Sumner,Kansas
"Thomas County, Kansas",7777,Thomas,Kansas
"Trego County, Kansas",2803,Trego,Kansas
"Wabaunsee County, Kansas",6931,Wabaunsee,Kansas
"Wallace County, Kansas",1518,Wallace,Kansas
"Washington County, Kansas",5406,Washington,Kansas
"Wichita County, Kansas",2119,Wichita,Kansas
"Wilson County, Kansas",8525,Wilson,Kansas
"Woodson County, Kansas",3138,Woodson,Kansas
"Wyandotte County, Kansas",165429,Wyandotte,Kansas
"Adair County, Kentucky",19202,Adair,Kentucky
"Allen County, Kentucky",21315,Allen,Kentucky
"Anderson County, Kentucky",22747,Anderson,Kentucky
"Ballard County, Kentucky",7888,Ballard,Kentucky
"Barren County, Kentucky",44249,Barren,Kentucky
"Bath County, Kentucky",12500,Bath,Kentucky
"Bell County, Kentucky",26032,Bell,Kentucky
"Boone County, Kentucky",133581,Boone,Kentucky
"Bourbon County, Kentucky",19788,Bourbon,Kentucky
"Boyd County, Kentucky",46718,Boyd,Kentucky
"Boyle County, Kentucky",30060,Boyle,Kentucky
"Bracken County, Kentucky",8303,Bracken,Kentucky
"Breathitt County, Kentucky",12630,Breathitt,Kentucky
"Breckinridge County, Kentucky",20477,Breckinridge,Kentucky
"Bullitt County, Kentucky",81676,Bullitt,Kentucky
"Butler County, Kentucky",12879,Butler,Kentucky
"Caldwell County, Kentucky",12747,Caldwell,Kentucky
"Calloway County, Kentucky",39001,Calloway,Kentucky
"Campbell County, Kentucky",93584,Campbell,Kentucky
"Carlisle County, Kentucky",4760,Carlisle,Kentucky
"Carroll County, Kentucky",10631,Carroll,Kentucky
"Carter County, Kentucky",26797,Carter,Kentucky
"Casey County, Kentucky",16159,Casey,Kentucky
"Christian County, Kentucky",70461,Christian,Kentucky
"Clark County, Kentucky",36263,Clark,Kentucky
"Clay County, Kentucky",19901,Clay,Kentucky
"Clinton County, Kentucky",10218,Clinton,Kentucky
"Crittenden County, Kentucky",8806,Crittenden,Kentucky
"Cumberland County, Kentucky",6614,Cumberland,Kentucky
"Daviess County, Kentucky",101511,Daviess,Kentucky
"Edmonson County, Kentucky",12150,Edmonson,Kentucky
"Elliott County, Kentucky",7517,Elliott,Kentucky
"Estill County, Kentucky",14106,Estill,Kentucky
"Fayette County, Kentucky",323152,Fayette,Kentucky
"Fleming County, Kentucky",14581,Fleming,Kentucky
"Floyd County, Kentucky",35589,Floyd,Kentucky
"Franklin County, Kentucky",50991,Franklin,Kentucky
"Fulton County, Kentucky",5969,Fulton,Kentucky
"Gallatin County, Kentucky",8869,Gallatin,Kentucky
"Garrard County, Kentucky",17666,Garrard,Kentucky
"Grant County, Kentucky",25069,Grant,Kentucky
"Graves County, Kentucky",37266,Graves,Kentucky
"Grayson County, Kentucky",26427,Grayson,Kentucky
"Green County, Kentucky",10941,Green,Kentucky
"Greenup County, Kentucky",35098,Greenup,Kentucky
"Hancock County, Kentucky",8722,Hancock,Kentucky
"Hardin County, Kentucky",110958,Hardin,Kentucky
"Harlan County, Kentucky",26010,Harlan,Kentucky
"Harrison County, Kentucky",18886,Harrison,Kentucky
"Hart County, Kentucky",19035,Hart,Kentucky
"Henderson County, Kentucky",45210,Henderson,Kentucky
"Henry County, Kentucky",16126,Henry,Kentucky
"Hickman County, Kentucky",4380,Hickman,Kentucky
"Hopkins County, Kentucky",44686,Hopkins,Kentucky
"Jackson County, Kentucky",13329,Jackson,Kentucky
"Jefferson County, Kentucky",766757,Jefferson,Kentucky
"Jessamine County, Kentucky",54115,Jessamine,Kentucky
"Johnson County, Kentucky",22188,Johnson,Kentucky
"Kenton County, Kentucky",166998,Kenton,Kentucky
"Knott County, Kentucky",14806,Knott,Kentucky
"Knox County, Kentucky",31145,Knox,Kentucky
"Larue County, Kentucky",14398,Larue,Kentucky
"Laurel County, Kentucky",60813,Laurel,Kentucky
"Lawrence County, Kentucky",15317,Lawrence,Kentucky
"Lee County, Kentucky",7403,Lee,Kentucky
"Leslie County, Kentucky",9877,Leslie,Kentucky
"Letcher County, Kentucky",21553,Letcher,Kentucky
"Lewis County, Kentucky",13275,Lewis,Kentucky
"Lincoln County, Kentucky",24549,Lincoln,Kentucky
"Livingston County, Kentucky",9194,Livingston,Kentucky
"Logan County, Kentucky",27102,Logan,Kentucky
"Lyon County, Kentucky",8210,Lyon,Kentucky
"McCracken County, Kentucky",65418,McCracken,Kentucky
"McCreary County, Kentucky",17231,McCreary,Kentucky
"McLean County, Kentucky",9207,McLean,Kentucky
"Madison County, Kentucky",92987,Madison,Kentucky
"Magoffin County, Kentucky",12161,Magoffin,Kentucky
"Marion County, Kentucky",19273,Marion,Kentucky
"Marshall County, Kentucky",31100,Marshall,Kentucky
"Martin County, Kentucky",11195,Martin,Kentucky
"Mason County, Kentucky",17070,Mason,Kentucky
"Meade County, Kentucky",28572,Meade,Kentucky
"Menifee County, Kentucky",6489,Menifee,Kentucky
"Mercer County, Kentucky",21933,Mercer,Kentucky
"Metcalfe County, Kentucky",10071,Metcalfe,Kentucky
"Monroe County, Kentucky",10650,Monroe,Kentucky
"Montgomery County, Kentucky",28157,Montgomery,Kentucky
"Morgan County, Kentucky",13309,Morgan,Kentucky
"Muhlenberg County, Kentucky",30622,Muhlenberg,Kentucky
"Nelson County, Kentucky",46233,Nelson,Kentucky
"Nicholas County, Kentucky",7269,Nicholas,Kentucky
"Ohio County, Kentucky",23994,Ohio,Kentucky
"Oldham County, Kentucky",66799,Oldham,Kentucky
"Owen County, Kentucky",10901,Owen,Kentucky
"Owsley County, Kentucky",4415,Owsley,Kentucky
"Pendleton County, Kentucky",14590,Pendleton,Kentucky
"Perry County, Kentucky",25758,Perry,Kentucky
"Pike County, Kentucky",57876,Pike,Kentucky
"Powell County, Kentucky",12359,Powell,Kentucky
"Pulaski County, Kentucky",64979,Pulaski,Kentucky
"Robertson County, Kentucky",2108,Robertson,Kentucky
"Rockcastle County, Kentucky",16695,Rockcastle,Kentucky
"Rowan County, Kentucky",24460,Rowan,Kentucky
"Russell County, Kentucky",17923,Russell,Kentucky
"Scott County, Kentucky",57004,Scott,Kentucky
"Shelby County, Kentucky",49024,Shelby,Kentucky
"Simpson County, Kentucky",18572,Simpson,Kentucky
"Spencer County, Kentucky",19351,Spencer,Kentucky
"Taylor County, Kentucky",25769,Taylor,Kentucky
"Todd County, Kentucky",12294,Todd,Kentucky
"Trigg County, Kentucky",14651,Trigg,Kentucky
"Trimble County, Kentucky",8471,Trimble,Kentucky
"Union County, Kentucky",14381,Union,Kentucky
"Warren County, Kentucky",132896,Warren,Kentucky
"Washington County, Kentucky",12095,Washington,Kentucky
"Wayne County, Kentucky",20333,Wayne,Kentucky
"Webster County, Kentucky",12942,Webster,Kentucky
"Whitley County, Kentucky",36264,Whitley,Kentucky
